hour,East,North,West,South
6372,0.721,0.464,0.715,0.77
6373,0.675,0.37,0.686,0.735
6374,0.579,0.301,0.613,0.651
6375,0.434,0.261,0.491,0.516
6376,0.245,0.14,0.318,0.33
6377,0.056,0.043,0.124,0.114
6378,0,0,0.002,0
6379,0,0,0,0
6380,0,0,0,0
6381,0,0,0,0
6382,0,0,0,0
6383,0,0,0,0
6384,0,0,0,0
6385,0,0,0,0
6386,0,0,0,0
6387,0,0,0,0
6388,0,0,0,0
6389,0,0,0,0
6390,0.011,0,0,0.013
6391,0.065,0.013,0.037,0.178
6392,0.146,0.044,0.102,0.376
6393,0.225,0.076,0.165,0.534
6394,0.28,0.1,0.21,0.599
6395,0.294,0.137,0.235,0.604
6396,0.262,0.213,0.301,0.544
6397,0.201,0.242,0.38,0.469
6398,0.13,0.207,0.451,0.451
6399,0.075,0.097,0.273,0.37
6400,0.033,0.035,0.088,0.204
6401,0.005,0.007,0.016,0.042
6402,0,0,0,0
6403,0,0,0,0
6404,0,0,0,0
6405,0,0,0,0
6406,0,0,0,0
6407,0,0,0,0
6408,0,0,0,0
6409,0,0,0,0
6410,0,0,0,0
6411,0,0,0,0
6412,0,0,0,0
6413,0,0,0,0
6414,0.004,0.004,0,0.003
6415,0.054,0.084,0.024,0.043
6416,0.109,0.158,0.076,0.114
6417,0.168,0.21,0.167,0.166
6418,0.234,0.253,0.292,0.321
6419,0.523,0.316,0.402,0.511
6420,0.564,0.3,0.584,0.439
6421,0.539,0.424,0.587,0.392
6422,0.202,0.339,0.465,0.317
6423,0.106,0.135,0.33,0.23
6424,0.051,0.075,0.118,0.2
6425,0.014,0.021,0.034,0.066
6426,0,0,0,0
6427,0,0,0,0
6428,0,0,0,0
6429,0,0,0,0
6430,0,0,0,0
6431,0,0,0,0
6432,0,0,0,0
6433,0,0,0,0
6434,0,0,0,0
6435,0,0,0,0
6436,0,0,0,0
6437,0,0,0,0
6438,0.001,0,0,0.006
6439,0.028,0.048,0.033,0.128
6440,0.069,0.15,0.117,0.334
6441,0.121,0.252,0.198,0.411
6442,0.185,0.298,0.24,0.409
6443,0.232,0.319,0.269,0.458
6444,0.228,0.285,0.259,0.496
6445,0.209,0.241,0.222,0.504
6446,0.17,0.283,0.189,0.446
6447,0.124,0.268,0.142,0.354
6448,0.063,0.165,0.085,0.238
6449,0.008,0.051,0.028,0.075
6450,0,0,0,0
6451,0,0,0,0
6452,0,0,0,0
6453,0,0,0,0
6454,0,0,0,0
6455,0,0,0,0
6456,0,0,0,0
6457,0,0,0,0
6458,0,0,0,0
6459,0,0,0,0
6460,0,0,0,0
6461,0,0,0,0
6462,0.024,0.003,0,0.004
6463,0.185,0.124,0.089,0.104
6464,0.377,0.308,0.279,0.294
6465,0.543,0.465,0.467,0.49
6466,0.645,0.583,0.588,0.642
6467,0.695,0.637,0.655,0.704
6468,0.694,0.623,0.679,0.717
6469,0.645,0.579,0.654,0.682
6470,0.55,0.542,0.583,0.599
6471,0.408,0.435,0.465,0.465
6472,0.223,0.263,0.297,0.263
6473,0.037,0.076,0.106,0.078
6474,0,0,0,0
6475,0,0,0,0
6476,0,0,0,0
6477,0,0,0,0
6478,0,0,0,0
6479,0,0,0,0
6480,0,0,0,0
6481,0,0,0,0
6482,0,0,0,0
6483,0,0,0,0
6484,0,0,0,0
6485,0,0,0,0
6486,0.022,0.001,0,0.006
6487,0.189,0.089,0.067,0.141
6488,0.391,0.244,0.225,0.337
6489,0.539,0.357,0.371,0.524
6490,0.634,0.383,0.421,0.637
6491,0.68,0.384,0.404,0.695
6492,0.675,0.372,0.351,0.706
6493,0.613,0.292,0.291,0.67
6494,0.498,0.159,0.271,0.583
6495,0.339,0.109,0.271,0.445
6496,0.162,0.084,0.204,0.259
6497,0.024,0.029,0.06,0.069
6498,0,0,0,0
6499,0,0,0,0
6500,0,0,0,0
6501,0,0,0,0
6502,0,0,0,0
6503,0,0,0,0
6504,0,0,0,0
6505,0,0,0,0
6506,0,0,0,0
6507,0,0,0,0
6508,0,0,0,0
6509,0,0,0,0
6510,0.008,0,0,0.004
6511,0.06,0.07,0.044,0.126
6512,0.151,0.143,0.125,0.34
6513,0.317,0.248,0.313,0.51
6514,0.517,0.317,0.479,0.617
6515,0.59,0.367,0.49,0.672
6516,0.54,0.314,0.494,0.683
6517,0.376,0.317,0.342,0.652
6518,0.265,0.223,0.249,0.573
6519,0.192,0.087,0.156,0.443
6520,0.099,0.025,0.055,0.265
6521,0.012,0.003,0.011,0.073
6522,0,0,0,0
6523,0,0,0,0
6524,0,0,0,0
6525,0,0,0,0
6526,0,0,0,0
6527,0,0,0,0
6528,0,0,0,0
6529,0,0,0,0
6530,0,0,0,0
6531,0,0,0,0
6532,0,0,0,0
6533,0,0,0,0
6534,0.002,0,0,0.001
6535,0.032,0.029,0.047,0.057
6536,0.078,0.091,0.155,0.133
6537,0.119,0.164,0.272,0.211
6538,0.153,0.204,0.397,0.226
6539,0.234,0.313,0.452,0.24
6540,0.323,0.406,0.474,0.258
6541,0.274,0.35,0.444,0.194
6542,0.219,0.284,0.396,0.121
6543,0.128,0.189,0.301,0.094
6544,0.044,0.117,0.182,0.065
6545,0.005,0.03,0.06,0.016
6546,0,0,0,0
6547,0,0,0,0
6548,0,0,0,0
6549,0,0,0,0
6550,0,0,0,0
6551,0,0,0,0
6552,0,0,0,0
6553,0,0,0,0
6554,0,0,0,0
6555,0,0,0,0
6556,0,0,0,0
6557,0,0,0,0
6558,0.008,0,0,0
6559,0.131,0.084,0.067,0.027
6560,0.31,0.262,0.249,0.094
6561,0.459,0.42,0.422,0.202
6562,0.539,0.517,0.54,0.363
6563,0.58,0.565,0.605,0.512
6564,0.58,0.558,0.627,0.506
6565,0.507,0.457,0.606,0.426
6566,0.409,0.295,0.537,0.318
6567,0.275,0.231,0.424,0.213
6568,0.116,0.117,0.264,0.107
6569,0.01,0.024,0.083,0.027
6570,0,0,0,0
6571,0,0,0,0
6572,0,0,0,0
6573,0,0,0,0
6574,0,0,0,0
6575,0,0,0,0
6576,0,0,0,0
6577,0,0,0,0
6578,0,0,0,0
6579,0,0,0,0
6580,0,0,0,0
6581,0,0,0,0
6582,0.005,0,0,0
6583,0.099,0.054,0.056,0.057
6584,0.259,0.212,0.237,0.177
6585,0.404,0.385,0.419,0.336
6586,0.483,0.514,0.543,0.573
6587,0.507,0.595,0.611,0.649
6588,0.473,0.614,0.633,0.658
6589,0.389,0.523,0.593,0.628
6590,0.295,0.419,0.518,0.548
6591,0.184,0.305,0.369,0.421
6592,0.081,0.129,0.165,0.244
6593,0.009,0.025,0.036,0.053
6594,0,0,0,0
6595,0,0,0,0
6596,0,0,0,0
6597,0,0,0,0
6598,0,0,0,0
6599,0,0,0,0
6600,0,0,0,0
6601,0,0,0,0
6602,0,0,0,0
6603,0,0,0,0
6604,0,0,0,0
6605,0,0,0,0
6606,0.006,0,0,0.001
6607,0.133,0.04,0.063,0.101
6608,0.326,0.178,0.246,0.304
6609,0.484,0.357,0.42,0.499
6610,0.594,0.479,0.548,0.629
6611,0.645,0.563,0.621,0.693
6612,0.646,0.584,0.645,0.707
6613,0.6,0.549,0.62,0.673
6614,0.505,0.465,0.548,0.589
6615,0.36,0.313,0.427,0.452
6616,0.176,0.13,0.259,0.265
6617,0.014,0.023,0.078,0.061
6618,0,0,0,0
6619,0,0,0,0
6620,0,0,0,0
6621,0,0,0,0
6622,0,0,0,0
6623,0,0,0,0
6624,0,0,0,0
6625,0,0,0,0
6626,0,0,0,0
6627,0,0,0,0
6628,0,0,0,0
6629,0,0,0,0
6630,0.006,0,0,0
6631,0.142,0.077,0.06,0.047
6632,0.344,0.276,0.262,0.176
6633,0.5,0.444,0.444,0.46
6634,0.603,0.559,0.571,0.623
6635,0.655,0.624,0.645,0.687
6636,0.656,0.64,0.67,0.704
6637,0.608,0.609,0.646,0.669
6638,0.51,0.53,0.573,0.583
6639,0.363,0.401,0.448,0.443
6640,0.175,0.225,0.273,0.251
6641,0.012,0.043,0.077,0.048
6642,0,0,0,0
6643,0,0,0,0
6644,0,0,0,0
6645,0,0,0,0
6646,0,0,0,0
6647,0,0,0,0
6648,0,0,0,0
6649,0,0,0,0
6650,0,0,0,0
6651,0,0,0,0
6652,0,0,0,0
6653,0,0,0,0
6654,0.003,0,0,0
6655,0.11,0.023,0.018,0.062
6656,0.309,0.127,0.079,0.199
6657,0.468,0.237,0.141,0.403
6658,0.572,0.307,0.199,0.567
6659,0.61,0.36,0.232,0.646
6660,0.609,0.37,0.264,0.638
6661,0.556,0.327,0.252,0.611
6662,0.436,0.268,0.285,0.48
6663,0.258,0.203,0.218,0.362
6664,0.063,0.115,0.106,0.152
6665,0.002,0.021,0.017,0.025
6666,0,0,0,0
6667,0,0,0,0
6668,0,0,0,0
6669,0,0,0,0
6670,0,0,0,0
6671,0,0,0,0
6672,0,0,0,0
6673,0,0,0,0
6674,0,0,0,0
6675,0,0,0,0
6676,0,0,0,0
6677,0,0,0,0
6678,0.002,0,0,0
6679,0.098,0.013,0.016,0.047
6680,0.313,0.065,0.093,0.171
6681,0.474,0.154,0.206,0.394
6682,0.579,0.291,0.364,0.57
6683,0.632,0.483,0.444,0.633
6684,0.628,0.541,0.443,0.641
6685,0.566,0.499,0.455,0.615
6686,0.439,0.422,0.426,0.536
6687,0.274,0.295,0.351,0.396
6688,0.111,0.111,0.152,0.235
6689,0.006,0.01,0.019,0.042
6690,0,0,0,0
6691,0,0,0,0
6692,0,0,0,0
6693,0,0,0,0
6694,0,0,0,0
6695,0,0,0,0
6696,0,0,0,0
6697,0,0,0,0
6698,0,0,0,0
6699,0,0,0,0
6700,0,0,0,0
6701,0,0,0,0
6702,0,0,0,0
6703,0.045,0.002,0.017,0.075
6704,0.155,0.019,0.06,0.316
6705,0.125,0.059,0.144,0.477
6706,0.121,0.14,0.356,0.51
6707,0.294,0.082,0.554,0.497
6708,0.367,0.072,0.572,0.379
6709,0.292,0.126,0.489,0.304
6710,0.18,0.22,0.258,0.286
6711,0.063,0.203,0.158,0.206
6712,0.017,0.094,0.126,0.079
6713,0,0.004,0.026,0.009
6714,0,0,0,0
6715,0,0,0,0
6716,0,0,0,0
6717,0,0,0,0
6718,0,0,0,0
6719,0,0,0,0
6720,0,0,0,0
6721,0,0,0,0
6722,0,0,0,0
6723,0,0,0,0
6724,0,0,0,0
6725,0,0,0,0
6726,0,0,0,0
6727,0.049,0.023,0.012,0.039
6728,0.193,0.102,0.118,0.142
6729,0.347,0.211,0.203,0.327
6730,0.412,0.244,0.177,0.481
6731,0.393,0.245,0.115,0.537
6732,0.367,0.195,0.102,0.479
6733,0.287,0.132,0.129,0.427
6734,0.139,0.059,0.198,0.42
6735,0.119,0.039,0.268,0.326
6736,0.019,0.058,0.165,0.16
6737,0,0.013,0.04,0.02
6738,0,0,0,0
6739,0,0,0,0
6740,0,0,0,0
6741,0,0,0,0
6742,0,0,0,0
6743,0,0,0,0
6744,0,0,0,0
6745,0,0,0,0
6746,0,0,0,0
6747,0,0,0,0
6748,0,0,0,0
6749,0,0,0,0
6750,0,0,0,0
6751,0.044,0.012,0.021,0.122
6752,0.135,0.179,0.107,0.341
6753,0.2,0.364,0.119,0.512
6754,0.197,0.334,0.131,0.624
6755,0.35,0.206,0.176,0.681
6756,0.468,0.195,0.207,0.689
6757,0.458,0.217,0.152,0.652
6758,0.361,0.212,0.108,0.565
6759,0.263,0.084,0.102,0.431
6760,0.12,0.028,0.111,0.249
6761,0.003,0.005,0.013,0.038
6762,0,0,0,0
6763,0,0,0,0
6764,0,0,0,0
6765,0,0,0,0
6766,0,0,0,0
6767,0,0,0,0
6768,0,0,0,0
6769,0,0,0,0
6770,0,0,0,0
6771,0,0,0,0
6772,0,0,0,0
6773,0,0,0,0
6774,0,0,0,0
6775,0.062,0.049,0.01,0.038
6776,0.208,0.181,0.082,0.119
6777,0.342,0.267,0.18,0.277
6778,0.36,0.361,0.285,0.45
6779,0.362,0.5,0.36,0.59
6780,0.378,0.559,0.38,0.636
6781,0.385,0.524,0.333,0.603
6782,0.333,0.458,0.272,0.5
6783,0.172,0.319,0.15,0.335
6784,0.049,0.133,0.051,0.157
6785,0,0.007,0.006,0.017
6786,0,0,0,0
6787,0,0,0,0
6788,0,0,0,0
6789,0,0,0,0
6790,0,0,0,0
6791,0,0,0,0
6792,0,0,0,0
6793,0,0,0,0
6794,0,0,0,0
6795,0,0,0,0
6796,0,0,0,0
6797,0,0,0,0
6798,0,0,0,0
6799,0.033,0.046,0.022,0.045
6800,0.124,0.221,0.111,0.168
6801,0.227,0.397,0.201,0.254
6802,0.337,0.514,0.295,0.317
6803,0.417,0.552,0.411,0.341
6804,0.367,0.471,0.573,0.323
6805,0.282,0.304,0.589,0.351
6806,0.189,0.225,0.484,0.282
6807,0.086,0.156,0.286,0.141
6808,0.024,0.069,0.107,0.041
6809,0,0.004,0.013,0.002
6810,0,0,0,0
6811,0,0,0,0
6812,0,0,0,0
6813,0,0,0,0
6814,0,0,0,0
6815,0,0,0,0
6816,0,0,0,0
6817,0,0,0,0
6818,0,0,0,0
6819,0,0,0,0
6820,0,0,0,0
6821,0,0,0,0
6822,0,0,0,0
6823,0.083,0.014,0.014,0.037
6824,0.282,0.068,0.191,0.175
6825,0.442,0.157,0.407,0.388
6826,0.492,0.33,0.54,0.528
6827,0.533,0.514,0.61,0.638
6828,0.598,0.584,0.537,0.665
6829,0.54,0.519,0.492,0.632
6830,0.393,0.422,0.419,0.533
6831,0.149,0.305,0.347,0.355
6832,0.043,0.144,0.158,0.106
6833,0.001,0.007,0.015,0.002
6834,0,0,0,0
6835,0,0,0,0
6836,0,0,0,0
6837,0,0,0,0
6838,0,0,0,0
6839,0,0,0,0
6840,0,0,0,0
6841,0,0,0,0
6842,0,0,0,0
6843,0,0,0,0
6844,0,0,0,0
6845,0,0,0,0
6846,0,0,0,0
6847,0.044,0,0.007,0.048
6848,0.223,0.005,0.049,0.171
6849,0.351,0.017,0.144,0.249
6850,0.413,0.041,0.252,0.235
6851,0.355,0.097,0.415,0.236
6852,0.207,0.102,0.534,0.405
6853,0.178,0.1,0.504,0.404
6854,0.298,0.108,0.437,0.217
6855,0.187,0.108,0.327,0.065
6856,0.056,0.073,0.141,0.027
6857,0,0.004,0.014,0.001
6858,0,0,0,0
6859,0,0,0,0
6860,0,0,0,0
6861,0,0,0,0
6862,0,0,0,0
6863,0,0,0,0
6864,0,0,0,0
6865,0,0,0,0
6866,0,0,0,0
6867,0,0,0,0
6868,0,0,0,0
6869,0,0,0,0
6870,0,0,0,0
6871,0.01,0.012,0.034,0.075
6872,0.047,0.088,0.206,0.295
6873,0.097,0.207,0.421,0.478
6874,0.173,0.363,0.558,0.598
6875,0.302,0.528,0.636,0.664
6876,0.3,0.577,0.661,0.681
6877,0.201,0.55,0.635,0.65
6878,0.118,0.451,0.556,0.561
6879,0.067,0.321,0.397,0.405
6880,0.033,0.101,0.161,0.184
6881,0,0.002,0.02,0.015
6882,0,0,0,0
6883,0,0,0,0
6884,0,0,0,0
6885,0,0,0,0
6886,0,0,0,0
6887,0,0,0,0
6888,0,0,0,0
6889,0,0,0,0
6890,0,0,0,0
6891,0,0,0,0
6892,0,0,0,0
6893,0,0,0,0
6894,0,0,0,0
6895,0.016,0.006,0.021,0.025
6896,0.036,0.064,0.142,0.134
6897,0.045,0.182,0.278,0.328
6898,0.124,0.331,0.401,0.5
6899,0.26,0.466,0.497,0.53
6900,0.454,0.533,0.532,0.487
6901,0.43,0.496,0.564,0.484
6902,0.371,0.431,0.51,0.413
6903,0.263,0.265,0.288,0.094
6904,0.112,0.066,0.08,0.041
6905,0,0.001,0.007,0.007
6906,0,0,0,0
6907,0,0,0,0
6908,0,0,0,0
6909,0,0,0,0
6910,0,0,0,0
6911,0,0,0,0
6912,0,0,0,0
6913,0,0,0,0
6914,0,0,0,0
6915,0,0,0,0
6916,0,0,0,0
6917,0,0,0,0
6918,0,0,0,0
6919,0.013,0.009,0.001,0.028
6920,0.051,0.065,0.032,0.063
6921,0.084,0.128,0.141,0.095
6922,0.124,0.156,0.344,0.114
6923,0.194,0.152,0.528,0.157
6924,0.24,0.139,0.598,0.153
6925,0.232,0.154,0.547,0.129
6926,0.173,0.156,0.391,0.112
6927,0.131,0.107,0.134,0.047
6928,0.027,0.04,0.088,0.023
6929,0,0,0.004,0
6930,0,0,0,0
6931,0,0,0,0
6932,0,0,0,0
6933,0,0,0,0
6934,0,0,0,0
6935,0,0,0,0
6936,0,0,0,0
6937,0,0,0,0
6938,0,0,0,0
6939,0,0,0,0
6940,0,0,0,0
6941,0,0,0,0
6942,0,0,0,0
6943,0.008,0.008,0.005,0.005
6944,0.031,0.065,0.083,0.044
6945,0.071,0.126,0.223,0.105
6946,0.118,0.204,0.431,0.119
6947,0.161,0.204,0.549,0.15
6948,0.212,0.154,0.566,0.227
6949,0.176,0.132,0.578,0.331
6950,0.112,0.15,0.508,0.275
6951,0.056,0.136,0.372,0.245
6952,0.019,0.056,0.183,0.081
6953,0,0,0.018,0.004
6954,0,0,0,0
6955,0,0,0,0
6956,0,0,0,0
6957,0,0,0,0
6958,0,0,0,0
6959,0,0,0,0
6960,0,0,0,0
6961,0,0,0,0
6962,0,0,0,0
6963,0,0,0,0
6964,0,0,0,0
6965,0,0,0,0
6966,0,0,0,0
6967,0.069,0.012,0.006,0.071
6968,0.263,0.072,0.056,0.294
6969,0.431,0.111,0.156,0.476
6970,0.529,0.107,0.337,0.596
6971,0.585,0.093,0.486,0.66
6972,0.591,0.116,0.55,0.675
6973,0.538,0.124,0.529,0.639
6974,0.405,0.12,0.458,0.555
6975,0.173,0.115,0.351,0.418
6976,0.034,0.056,0.196,0.231
6977,0,0,0.019,0.012
6978,0,0,0,0
6979,0,0,0,0
6980,0,0,0,0
6981,0,0,0,0
6982,0,0,0,0
6983,0,0,0,0
6984,0,0,0,0
6985,0,0,0,0
6986,0,0,0,0
6987,0,0,0,0
6988,0,0,0,0
6989,0,0,0,0
6990,0,0,0,0
6991,0.05,0.013,0.017,0.039
6992,0.269,0.141,0.184,0.257
6993,0.443,0.292,0.381,0.462
6994,0.547,0.393,0.514,0.586
6995,0.508,0.404,0.586,0.651
6996,0.448,0.258,0.601,0.665
6997,0.45,0.157,0.562,0.63
6998,0.43,0.09,0.498,0.546
6999,0.292,0.057,0.373,0.408
7000,0.111,0.038,0.194,0.205
7001,0,0,0.013,0.006
7002,0,0,0,0
7003,0,0,0,0
7004,0,0,0,0
7005,0,0,0,0
7006,0,0,0,0
7007,0,0,0,0
7008,0,0,0,0
7009,0,0,0,0
7010,0,0,0,0
7011,0,0,0,0
7012,0,0,0,0
7013,0,0,0,0
7014,0,0,0,0
7015,0.068,0.012,0.002,0.042
7016,0.256,0.132,0.068,0.226
7017,0.41,0.3,0.198,0.402
7018,0.521,0.371,0.448,0.527
7019,0.585,0.414,0.527,0.595
7020,0.58,0.466,0.511,0.573
7021,0.498,0.345,0.321,0.544
7022,0.362,0.191,0.176,0.427
7023,0.144,0.065,0.111,0.259
7024,0.028,0.018,0.05,0.069
7025,0,0,0.003,0
7026,0,0,0,0
7027,0,0,0,0
7028,0,0,0,0
7029,0,0,0,0
7030,0,0,0,0
7031,0,0,0,0
7032,0,0,0,0
7033,0,0,0,0
7034,0,0,0,0
7035,0,0,0,0
7036,0,0,0,0
7037,0,0,0,0
7038,0,0,0,0
7039,0.047,0.001,0.005,0.003
7040,0.187,0.038,0.088,0.036
7041,0.289,0.152,0.112,0.111
7042,0.348,0.235,0.132,0.314
7043,0.517,0.199,0.218,0.537
7044,0.556,0.113,0.18,0.552
7045,0.465,0.081,0.12,0.499
7046,0.317,0.071,0.049,0.493
7047,0.093,0.04,0.046,0.349
7048,0.008,0.006,0.041,0.179
7049,0,0,0.004,0.004
7050,0,0,0,0
7051,0,0,0,0
7052,0,0,0,0
7053,0,0,0,0
7054,0,0,0,0
7055,0,0,0,0
7056,0,0,0,0
7057,0,0,0,0
7058,0,0,0,0
7059,0,0,0,0
7060,0,0,0,0
7061,0,0,0,0
7062,0,0,0,0
7063,0,0,0,0.005
7064,0.006,0.028,0.045,0.04
7065,0.012,0.073,0.115,0.07
7066,0.014,0.134,0.15,0.195
7067,0.017,0.252,0.199,0.27
7068,0.021,0.387,0.206,0.269
7069,0.023,0.325,0.137,0.239
7070,0.025,0.161,0.137,0.126
7071,0.016,0.062,0.124,0.041
7072,0.002,0.026,0.091,0.012
7073,0,0,0.006,0
7074,0,0,0,0
7075,0,0,0,0
7076,0,0,0,0
7077,0,0,0,0
7078,0,0,0,0
7079,0,0,0,0
7080,0,0,0,0
7081,0,0,0,0
7082,0,0,0,0
7083,0,0,0,0
7084,0,0,0,0
7085,0,0,0,0
7086,0,0,0,0
7087,0.021,0.006,0,0.003
7088,0.169,0.108,0.016,0.039
7089,0.349,0.19,0.052,0.094
7090,0.412,0.198,0.111,0.154
7091,0.429,0.254,0.187,0.169
7092,0.437,0.323,0.27,0.165
7093,0.468,0.341,0.344,0.163
7094,0.328,0.25,0.207,0.126
7095,0.194,0.145,0.088,0.079
7096,0.054,0.035,0.032,0.035
7097,0,0,0,0
7098,0,0,0,0
7099,0,0,0,0
7100,0,0,0,0
7101,0,0,0,0
7102,0,0,0,0
7103,0,0,0,0
7104,0,0,0,0
7105,0,0,0,0
7106,0,0,0,0
7107,0,0,0,0
7108,0,0,0,0
7109,0,0,0,0
7110,0,0,0,0
7111,0.017,0.001,0.001,0.015
7112,0.109,0.054,0.067,0.1
7113,0.35,0.126,0.2,0.292
7114,0.499,0.157,0.336,0.545
7115,0.564,0.178,0.36,0.654
7116,0.554,0.191,0.28,0.671
7117,0.468,0.17,0.168,0.61
7118,0.316,0.164,0.092,0.487
7119,0.155,0.099,0.062,0.314
7120,0.036,0.022,0.034,0.123
7121,0,0,0,0.001
7122,0,0,0,0
7123,0,0,0,0
7124,0,0,0,0
7125,0,0,0,0
7126,0,0,0,0
7127,0,0,0,0
7128,0,0,0,0
7129,0,0,0,0
7130,0,0,0,0
7131,0,0,0,0
7132,0,0,0,0
7133,0,0,0,0
7134,0,0,0,0
7135,0.017,0,0,0.021
7136,0.092,0.033,0.039,0.154
7137,0.164,0.074,0.107,0.281
7138,0.206,0.099,0.157,0.349
7139,0.215,0.121,0.207,0.357
7140,0.189,0.164,0.19,0.327
7141,0.149,0.126,0.136,0.258
7142,0.098,0.124,0.108,0.163
7143,0.046,0.118,0.072,0.085
7144,0.008,0.029,0.025,0.029
7145,0,0,0,0
7146,0,0,0,0
7147,0,0,0,0
7148,0,0,0,0
7149,0,0,0,0
7150,0,0,0,0
7151,0,0,0,0
7152,0,0,0,0
7153,0,0,0,0
7154,0,0,0,0
7155,0,0,0,0
7156,0,0,0,0
7157,0,0,0,0
7158,0,0,0,0
7159,0.01,0,0.001,0.028
7160,0.049,0.035,0.07,0.208
7161,0.077,0.108,0.167,0.427
7162,0.117,0.155,0.239,0.58
7163,0.158,0.243,0.265,0.654
7164,0.216,0.337,0.374,0.673
7165,0.276,0.364,0.526,0.639
7166,0.237,0.31,0.478,0.551
7167,0.161,0.114,0.35,0.407
7168,0.037,0.017,0.111,0.209
7169,0,0,0.001,0.001
7170,0,0,0,0
7171,0,0,0,0
7172,0,0,0,0
7173,0,0,0,0
7174,0,0,0,0
7175,0,0,0,0
7176,0,0,0,0
7177,0,0,0,0
7178,0,0,0,0
7179,0,0,0,0
7180,0,0,0,0
7181,0,0,0,0
7182,0,0,0,0
7183,0.008,0,0,0.017
7184,0.095,0.035,0.062,0.16
7185,0.322,0.108,0.214,0.428
7186,0.464,0.236,0.412,0.597
7187,0.546,0.393,0.523,0.674
7188,0.567,0.463,0.563,0.7
7189,0.517,0.443,0.535,0.669
7190,0.411,0.367,0.481,0.566
7191,0.254,0.233,0.337,0.384
7192,0.061,0.066,0.155,0.154
7193,0,0,0.002,0
7194,0,0,0,0
7195,0,0,0,0
7196,0,0,0,0
7197,0,0,0,0
7198,0,0,0,0
7199,0,0,0,0
7200,0,0,0,0
7201,0,0,0,0
7202,0,0,0,0
7203,0,0,0,0
7204,0,0,0,0
7205,0,0,0,0
7206,0,0,0,0
7207,0.012,0,0,0.042
7208,0.11,0.048,0.08,0.263
7209,0.436,0.235,0.325,0.463
7210,0.58,0.439,0.504,0.594
7211,0.64,0.545,0.594,0.662
7212,0.643,0.57,0.62,0.683
7213,0.593,0.54,0.59,0.648
7214,0.488,0.454,0.511,0.556
7215,0.326,0.308,0.382,0.404
7216,0.083,0.118,0.209,0.199
7217,0,0,0.003,0
7218,0,0,0,0
7219,0,0,0,0
7220,0,0,0,0
7221,0,0,0,0
7222,0,0,0,0
7223,0,0,0,0
7224,0,0,0,0
7225,0,0,0,0
7226,0,0,0,0
7227,0,0,0,0
7228,0,0,0,0
7229,0,0,0,0
7230,0,0,0,0
7231,0.008,0,0,0.002
7232,0.081,0.009,0.006,0.044
7233,0.21,0.033,0.032,0.098
7234,0.331,0.06,0.063,0.268
7235,0.554,0.069,0.088,0.52
7236,0.585,0.047,0.098,0.592
7237,0.561,0.046,0.081,0.418
7238,0.452,0.038,0.059,0.425
7239,0.282,0.029,0.034,0.257
7240,0.056,0.007,0.009,0.102
7241,0,0,0,0
7242,0,0,0,0
7243,0,0,0,0
7244,0,0,0,0
7245,0,0,0,0
7246,0,0,0,0
7247,0,0,0,0
7248,0,0,0,0
7249,0,0,0,0
7250,0,0,0,0
7251,0,0,0,0
7252,0,0,0,0
7253,0,0,0,0
7254,0,0,0,0
7255,0.001,0,0,0
7256,0.024,0.039,0.042,0.024
7257,0.071,0.081,0.141,0.067
7258,0.172,0.14,0.256,0.126
7259,0.252,0.317,0.335,0.18
7260,0.235,0.353,0.349,0.207
7261,0.181,0.322,0.303,0.211
7262,0.118,0.268,0.207,0.183
7263,0.056,0.222,0.12,0.144
7264,0.005,0.045,0.063,0.066
7265,0,0,0,0
7266,0,0,0,0
7267,0,0,0,0
7268,0,0,0,0
7269,0,0,0,0
7270,0,0,0,0
7271,0,0,0,0
7272,0,0,0,0
7273,0,0,0,0
7274,0,0,0,0
7275,0,0,0,0
7276,0,0,0,0
7277,0,0,0,0
7278,0,0,0,0
7279,0.007,0,0,0.023
7280,0.077,0.03,0.069,0.224
7281,0.155,0.067,0.24,0.425
7282,0.258,0.09,0.396,0.559
7283,0.29,0.109,0.429,0.63
7284,0.306,0.098,0.349,0.645
7285,0.278,0.084,0.224,0.604
7286,0.183,0.067,0.145,0.508
7287,0.073,0.051,0.097,0.353
7288,0.007,0.012,0.038,0.15
7289,0,0,0,0
7290,0,0,0,0
7291,0,0,0,0
7292,0,0,0,0
7293,0,0,0,0
7294,0,0,0,0
7295,0,0,0,0
7296,0,0,0,0
7297,0,0,0,0
7298,0,0,0,0
7299,0,0,0,0
7300,0,0,0,0
7301,0,0,0,0
7302,0,0,0,0
7303,0.009,0,0,0.004
7304,0.12,0.052,0.094,0.134
7305,0.313,0.16,0.294,0.403
7306,0.457,0.275,0.458,0.556
7307,0.523,0.344,0.546,0.628
7308,0.53,0.408,0.573,0.642
7309,0.492,0.417,0.543,0.606
7310,0.385,0.322,0.458,0.507
7311,0.224,0.174,0.319,0.358
7312,0.03,0.037,0.137,0.177
7313,0,0,0,0
7314,0,0,0,0
7315,0,0,0,0
7316,0,0,0,0
7317,0,0,0,0
7318,0,0,0,0
7319,0,0,0,0
7320,0,0,0,0
7321,0,0,0,0
7322,0,0,0,0
7323,0,0,0,0
7324,0,0,0,0
7325,0,0,0,0
7326,0,0,0,0
7327,0.007,0,0,0.01
7328,0.098,0.055,0.032,0.124
7329,0.295,0.175,0.136,0.26
7330,0.443,0.26,0.277,0.371
7331,0.502,0.324,0.442,0.467
7332,0.501,0.375,0.492,0.529
