hour,East,North,West,South
3254,0.446,0.625,0.678,0.497
3255,0.303,0.504,0.573,0.365
3256,0.195,0.371,0.429,0.231
3257,0.114,0.218,0.256,0.16
3258,0.041,0.075,0.086,0.063
3259,0.003,0.022,0.022,0.007
3260,0,0,0,0
3261,0,0,0,0
3262,0,0,0,0
3263,0,0,0,0
3264,0,0,0,0
3265,0,0,0,0
3266,0,0,0,0
3267,0,0,0,0
3268,0.001,0,0,0
3269,0.035,0.032,0.02,0.016
3270,0.105,0.119,0.082,0.091
3271,0.172,0.292,0.218,0.23
3272,0.22,0.457,0.406,0.376
3273,0.248,0.589,0.568,0.5
3274,0.293,0.684,0.678,0.598
3275,0.314,0.736,0.737,0.682
3276,0.257,0.748,0.754,0.718
3277,0.227,0.719,0.732,0.691
3278,0.221,0.652,0.668,0.602
3279,0.184,0.545,0.562,0.474
3280,0.109,0.401,0.416,0.345
3281,0.047,0.232,0.245,0.193
3282,0.012,0.071,0.087,0.06
3283,0,0.021,0.023,0.006
3284,0,0,0,0
3285,0,0,0,0
3286,0,0,0,0
3287,0,0,0,0
3288,0,0,0,0
3289,0,0,0,0
3290,0,0,0,0
3291,0,0,0,0
3292,0,0.001,0,0
3293,0.023,0.034,0.021,0.025
3294,0.067,0.129,0.089,0.105
3295,0.127,0.297,0.254,0.241
3296,0.194,0.456,0.424,0.388
3297,0.344,0.585,0.565,0.507
3298,0.417,0.67,0.667,0.569
3299,0.456,0.633,0.726,0.703
3300,0.56,0.455,0.743,0.728
3301,0.507,0.346,0.722,0.718
3302,0.354,0.387,0.66,0.636
3303,0.216,0.391,0.558,0.515
3304,0.122,0.247,0.417,0.365
3305,0.073,0.098,0.248,0.197
3306,0.034,0.038,0.085,0.052
3307,0.003,0.008,0.023,0.008
3308,0,0,0,0
3309,0,0,0,0
3310,0,0,0,0
3311,0,0,0,0
3312,0,0,0,0
3313,0,0,0,0
3314,0,0,0,0
3315,0,0,0,0
3316,0.001,0,0,0
3317,0.034,0.034,0.022,0.025
3318,0.087,0.111,0.09,0.111
3319,0.174,0.234,0.243,0.275
3320,0.301,0.399,0.403,0.443
3321,0.362,0.483,0.543,0.562
3322,0.522,0.468,0.65,0.664
3323,0.622,0.489,0.707,0.732
3324,0.675,0.501,0.72,0.741
3325,0.652,0.509,0.686,0.702
3326,0.555,0.434,0.618,0.61
3327,0.443,0.369,0.514,0.469
3328,0.307,0.259,0.381,0.334
3329,0.16,0.154,0.229,0.177
3330,0.052,0.068,0.088,0.058
3331,0.008,0.023,0.025,0.007
3332,0,0,0,0
3333,0,0,0,0
3334,0,0,0,0
3335,0,0,0,0
3336,0,0,0,0
3337,0,0,0,0
3338,0,0,0,0
3339,0,0,0,0
3340,0.004,0.001,0,0
3341,0.036,0.033,0.022,0.022
3342,0.163,0.124,0.089,0.113
3343,0.331,0.286,0.203,0.295
3344,0.479,0.442,0.331,0.464
3345,0.588,0.569,0.433,0.598
3346,0.657,0.658,0.477,0.691
3347,0.682,0.705,0.534,0.741
3348,0.677,0.713,0.581,0.75
3349,0.64,0.686,0.636,0.722
3350,0.554,0.62,0.612,0.649
3351,0.455,0.516,0.512,0.533
3352,0.3,0.368,0.346,0.379
3353,0.157,0.212,0.197,0.202
3354,0.048,0.076,0.066,0.046
3355,0.007,0.024,0.008,0.009
3356,0,0,0,0
3357,0,0,0,0
3358,0,0,0,0
3359,0,0,0,0
3360,0,0,0,0
3361,0,0,0,0
3362,0,0,0,0
3363,0,0,0,0
3364,0.005,0,0,0
3365,0.039,0.023,0.01,0.026
3366,0.155,0.079,0.089,0.111
3367,0.285,0.17,0.211,0.287
3368,0.394,0.228,0.359,0.454
3369,0.519,0.205,0.507,0.588
3370,0.629,0.299,0.619,0.682
3371,0.628,0.58,0.651,0.713
3372,0.566,0.7,0.644,0.672
3373,0.588,0.654,0.623,0.642
3374,0.581,0.557,0.541,0.572
3375,0.481,0.485,0.453,0.505
3376,0.324,0.353,0.333,0.373
3377,0.156,0.209,0.201,0.196
3378,0.05,0.084,0.086,0.056
3379,0.007,0.026,0.022,0.009
3380,0,0,0,0
3381,0,0,0,0
3382,0,0,0,0
3383,0,0,0,0
3384,0,0,0,0
3385,0,0,0,0
3386,0,0,0,0
3387,0,0,0,0
3388,0.005,0.001,0,0
3389,0.04,0.037,0.021,0.027
3390,0.154,0.117,0.092,0.11
3391,0.309,0.245,0.22,0.259
3392,0.461,0.403,0.373,0.406
3393,0.582,0.533,0.507,0.538
3394,0.661,0.625,0.617,0.634
3395,0.697,0.667,0.673,0.69
3396,0.694,0.667,0.665,0.704
3397,0.655,0.646,0.613,0.692
3398,0.578,0.565,0.515,0.611
3399,0.46,0.46,0.313,0.498
3400,0.316,0.341,0.129,0.339
3401,0.165,0.197,0.07,0.181
3402,0.043,0.081,0.044,0.057
3403,0.009,0.026,0.006,0.01
3404,0,0,0,0
3405,0,0,0,0
3406,0,0,0,0
3407,0,0,0,0
3408,0,0,0,0
3409,0,0,0,0
3410,0,0,0,0
3411,0,0,0,0
3412,0.006,0,0,0
3413,0.047,0.041,0.027,0.018
3414,0.159,0.131,0.094,0.078
3415,0.307,0.276,0.213,0.192
3416,0.444,0.403,0.3,0.305
3417,0.555,0.525,0.342,0.301
3418,0.634,0.536,0.332,0.234
3419,0.671,0.493,0.384,0.228
3420,0.63,0.501,0.42,0.28
3421,0.495,0.458,0.446,0.429
3422,0.341,0.387,0.568,0.438
3423,0.221,0.258,0.507,0.397
3424,0.143,0.151,0.372,0.306
3425,0.06,0.105,0.218,0.188
3426,0.018,0.06,0.095,0.07
3427,0.001,0.02,0.027,0.013
3428,0,0,0,0
3429,0,0,0,0
3430,0,0,0,0
3431,0,0,0,0
3432,0,0,0,0
3433,0,0,0,0
3434,0,0,0,0
3435,0,0,0,0
3436,0.004,0.002,0,0
3437,0.044,0.04,0.029,0.031
3438,0.105,0.132,0.096,0.116
3439,0.153,0.297,0.137,0.268
3440,0.189,0.456,0.16,0.375
3441,0.228,0.584,0.21,0.461
3442,0.244,0.672,0.348,0.536
3443,0.256,0.72,0.422,0.606
3444,0.293,0.733,0.465,0.607
3445,0.324,0.702,0.487,0.56
3446,0.288,0.625,0.582,0.549
3447,0.236,0.446,0.503,0.431
3448,0.184,0.264,0.382,0.326
3449,0.142,0.147,0.248,0.185
3450,0.064,0.061,0.1,0.066
3451,0.013,0.013,0.032,0.011
3452,0,0,0,0
3453,0,0,0,0
3454,0,0,0,0
3455,0,0,0,0
3456,0,0,0,0
3457,0,0,0,0
3458,0,0,0,0
3459,0,0,0,0
3460,0.006,0.003,0,0
3461,0.039,0.036,0.026,0.03
3462,0.164,0.128,0.098,0.111
3463,0.331,0.287,0.266,0.244
3464,0.485,0.444,0.433,0.389
3465,0.6,0.573,0.57,0.554
3466,0.678,0.664,0.647,0.624
3467,0.72,0.71,0.632,0.576
3468,0.722,0.718,0.629,0.553
3469,0.675,0.692,0.651,0.583
3470,0.592,0.627,0.541,0.536
3471,0.472,0.491,0.426,0.431
3472,0.32,0.343,0.3,0.302
3473,0.167,0.222,0.175,0.178
3474,0.049,0.082,0.074,0.068
3475,0.012,0.028,0.015,0.012
3476,0,0,0,0
3477,0,0,0,0
3478,0,0,0,0
3479,0,0,0,0
3480,0,0,0,0
3481,0,0,0,0
3482,0,0,0,0
3483,0,0,0,0
3484,0.007,0.002,0,0
3485,0.042,0.04,0.016,0.035
3486,0.164,0.121,0.071,0.119
3487,0.309,0.27,0.173,0.271
3488,0.465,0.414,0.314,0.409
3489,0.57,0.554,0.425,0.46
3490,0.642,0.636,0.488,0.497
3491,0.67,0.686,0.49,0.473
3492,0.642,0.703,0.385,0.351
3493,0.585,0.677,0.196,0.263
3494,0.537,0.613,0.153,0.208
3495,0.456,0.494,0.115,0.147
3496,0.319,0.337,0.086,0.092
3497,0.157,0.193,0.048,0.042
3498,0.055,0.085,0.023,0.012
3499,0.01,0.028,0.008,0.001
3500,0,0,0,0
3501,0,0,0,0
3502,0,0,0,0
3503,0,0,0,0
3504,0,0,0,0
3505,0,0,0,0
3506,0,0,0,0
3507,0,0,0,0
3508,0.006,0.004,0,0
3509,0.053,0.045,0.003,0.037
3510,0.125,0.126,0.018,0.127
3511,0.186,0.243,0.04,0.25
3512,0.192,0.349,0.067,0.37
3513,0.174,0.484,0.097,0.371
3514,0.175,0.603,0.118,0.253
3515,0.168,0.648,0.132,0.292
3516,0.14,0.635,0.142,0.282
3517,0.112,0.559,0.14,0.337
3518,0.081,0.403,0.131,0.329
3519,0.057,0.298,0.145,0.243
3520,0.039,0.195,0.171,0.199
3521,0.025,0.09,0.149,0.124
3522,0.01,0.032,0.091,0.06
3523,0.001,0.006,0.029,0.009
3524,0,0,0,0
3525,0,0,0,0
3526,0,0,0,0
3527,0,0,0,0
3528,0,0,0,0
3529,0,0,0,0
3530,0,0,0,0
3531,0,0,0,0
3532,0.001,0.001,0,0
3533,0.018,0.028,0.01,0.024
3534,0.046,0.101,0.036,0.09
3535,0.074,0.194,0.07,0.215
3536,0.106,0.316,0.109,0.377
3537,0.126,0.37,0.149,0.553
3538,0.137,0.488,0.193,0.647
3539,0.15,0.441,0.218,0.642
3540,0.165,0.408,0.242,0.601
3541,0.158,0.468,0.232,0.61
3542,0.121,0.42,0.232,0.559
3543,0.088,0.283,0.178,0.467
3544,0.053,0.182,0.092,0.331
3545,0.033,0.13,0.069,0.166
3546,0.013,0.073,0.046,0.051
3547,0.001,0.021,0.015,0.008
3548,0,0,0,0
3549,0,0,0,0
3550,0,0,0,0
3551,0,0,0,0
3552,0,0,0,0
3553,0,0,0,0
3554,0,0,0,0
3555,0,0,0,0
3556,0,0.005,0,0
3557,0.014,0.034,0.012,0.037
3558,0.044,0.133,0.052,0.123
3559,0.105,0.289,0.124,0.256
3560,0.215,0.443,0.233,0.39
3561,0.356,0.612,0.295,0.498
3562,0.547,0.706,0.23,0.572
3563,0.628,0.766,0.203,0.6
3564,0.601,0.775,0.208,0.54
3565,0.578,0.729,0.195,0.454
3566,0.468,0.661,0.17,0.361
3567,0.391,0.567,0.149,0.271
3568,0.248,0.421,0.121,0.159
3569,0.167,0.238,0.088,0.083
3570,0.07,0.089,0.057,0.031
3571,0.012,0.031,0.024,0.003
3572,0,0.001,0,0
3573,0,0,0,0
3574,0,0,0,0
3575,0,0,0,0
3576,0,0,0,0
3577,0,0,0,0
3578,0,0,0,0
3579,0,0,0,0
3580,0.011,0.005,0,0
3581,0.044,0.04,0.027,0.016
3582,0.182,0.132,0.099,0.065
3583,0.355,0.309,0.258,0.126
3584,0.509,0.479,0.432,0.246
3585,0.609,0.61,0.588,0.373
3586,0.626,0.703,0.694,0.515
3587,0.608,0.754,0.751,0.581
3588,0.553,0.764,0.768,0.637
3589,0.498,0.736,0.743,0.647
3590,0.457,0.669,0.675,0.587
3591,0.352,0.56,0.576,0.495
3592,0.246,0.406,0.431,0.371
3593,0.152,0.241,0.265,0.21
3594,0.062,0.086,0.098,0.074
3595,0.015,0.03,0.031,0.017
3596,0,0.001,0,0
3597,0,0,0,0
3598,0,0,0,0
3599,0,0,0,0
3600,0,0,0,0
3601,0,0,0,0
3602,0,0,0,0
3603,0,0,0,0
3604,0.011,0.005,0,0
3605,0.037,0.042,0.028,0.034
3606,0.178,0.129,0.099,0.122
3607,0.352,0.284,0.27,0.292
3608,0.509,0.435,0.44,0.468
3609,0.627,0.569,0.579,0.61
3610,0.693,0.676,0.676,0.7
3611,0.709,0.749,0.736,0.745
3612,0.704,0.768,0.755,0.736
3613,0.669,0.74,0.738,0.704
3614,0.609,0.672,0.675,0.637
3615,0.482,0.569,0.574,0.525
3616,0.319,0.426,0.432,0.377
3617,0.17,0.254,0.253,0.21
3618,0.056,0.087,0.098,0.065
3619,0.017,0.029,0.029,0.016
3620,0,0.001,0,0
3621,0,0,0,0
3622,0,0,0,0
3623,0,0,0,0
3624,0,0,0,0
3625,0,0,0,0
3626,0,0,0,0
3627,0,0,0,0
3628,0.011,0.001,0,0
3629,0.047,0.02,0.021,0.031
3630,0.177,0.051,0.086,0.105
3631,0.354,0.096,0.167,0.231
3632,0.512,0.184,0.299,0.395
3633,0.636,0.255,0.453,0.538
3634,0.719,0.333,0.568,0.634
3635,0.76,0.459,0.475,0.683
3636,0.761,0.462,0.384,0.698
3637,0.721,0.499,0.41,0.664
3638,0.642,0.449,0.502,0.583
3639,0.523,0.353,0.417,0.466
3640,0.369,0.263,0.317,0.331
3641,0.194,0.151,0.211,0.184
3642,0.04,0.084,0.092,0.073
3643,0.017,0.033,0.03,0.017
3644,0,0.001,0,0
3645,0,0,0,0
3646,0,0,0,0
3647,0,0,0,0
3648,0,0,0,0
3649,0,0,0,0
3650,0,0,0,0
3651,0,0,0,0
3652,0.012,0.007,0,0
3653,0.045,0.038,0.031,0.039
3654,0.179,0.138,0.101,0.119
3655,0.35,0.305,0.259,0.24
3656,0.495,0.463,0.422,0.365
3657,0.612,0.592,0.557,0.447
3658,0.695,0.685,0.66,0.458
3659,0.742,0.72,0.716,0.46
3660,0.743,0.736,0.733,0.441
3661,0.699,0.687,0.665,0.451
3662,0.608,0.64,0.616,0.41
3663,0.462,0.474,0.508,0.348
3664,0.282,0.382,0.366,0.261
3665,0.135,0.231,0.222,0.166
3666,0.047,0.092,0.098,0.076
3667,0.007,0.034,0.033,0.018
3668,0,0.001,0,0
3669,0,0,0,0
3670,0,0,0,0
3671,0,0,0,0
3672,0,0,0,0
3673,0,0,0,0
3674,0,0,0,0
3675,0,0,0,0
3676,0.001,0.007,0,0
3677,0.016,0.046,0.034,0.039
3678,0.042,0.132,0.105,0.123
3679,0.077,0.278,0.254,0.263
3680,0.124,0.442,0.408,0.408
3681,0.182,0.576,0.534,0.478
3682,0.254,0.66,0.615,0.535
3683,0.332,0.696,0.659,0.562
3684,0.381,0.698,0.659,0.547
3685,0.389,0.669,0.622,0.507
3686,0.368,0.598,0.509,0.456
3687,0.325,0.452,0.4,0.381
3688,0.249,0.336,0.252,0.289
3689,0.16,0.206,0.131,0.174
3690,0.071,0.091,0.064,0.076
3691,0.017,0.034,0.016,0.016
3692,0,0.001,0,0
3693,0,0,0,0
3694,0,0,0,0
3695,0,0,0,0
3696,0,0,0,0
3697,0,0,0,0
3698,0,0,0,0
3699,0,0,0,0
3700,0.012,0.008,0,0
3701,0.049,0.039,0.029,0.04
3702,0.169,0.139,0.091,0.128
3703,0.324,0.303,0.192,0.281
3704,0.472,0.458,0.324,0.427
3705,0.584,0.585,0.362,0.569
3706,0.656,0.673,0.313,0.656
3707,0.689,0.719,0.263,0.637
3708,0.668,0.725,0.236,0.476
3709,0.609,0.685,0.231,0.33
3710,0.499,0.608,0.222,0.246
3711,0.404,0.486,0.193,0.192
3712,0.278,0.29,0.172,0.141
3713,0.166,0.16,0.142,0.1
3714,0.062,0.088,0.084,0.048
3715,0.019,0.03,0.029,0.004
3716,0,0,0,0
3717,0,0,0,0
3718,0,0,0,0
3719,0,0,0,0
3720,0,0,0,0
3721,0,0,0,0
3722,0,0,0,0
3723,0,0,0,0
3724,0.01,0.003,0,0
3725,0.054,0.027,0.031,0.031
3726,0.117,0.047,0.104,0.105
3727,0.156,0.074,0.28,0.265
3728,0.176,0.11,0.449,0.412
3729,0.361,0.191,0.567,0.502
3730,0.468,0.338,0.635,0.645
3731,0.524,0.533,0.629,0.669
3732,0.569,0.739,0.56,0.635
3733,0.439,0.719,0.465,0.584
3734,0.349,0.625,0.391,0.544
3735,0.329,0.45,0.408,0.504
3736,0.255,0.241,0.315,0.387
3737,0.113,0.131,0.211,0.221
3738,0.032,0.092,0.103,0.065
3739,0.005,0.04,0.036,0.02
3740,0,0.002,0,0
3741,0,0,0,0
3742,0,0,0,0
3743,0,0,0,0
3744,0,0,0,0
3745,0,0,0,0
3746,0,0,0,0
3747,0,0,0,0
3748,0.013,0.008,0,0.001
3749,0.047,0.048,0.027,0.031
3750,0.173,0.111,0.099,0.121
3751,0.341,0.232,0.268,0.299
3752,0.492,0.351,0.437,0.464
3753,0.613,0.511,0.572,0.593
3754,0.695,0.652,0.668,0.685
3755,0.734,0.73,0.724,0.733
3756,0.734,0.744,0.738,0.741
3757,0.695,0.719,0.715,0.704
3758,0.618,0.657,0.651,0.595
3759,0.504,0.554,0.546,0.429
3760,0.356,0.415,0.408,0.33
3761,0.19,0.252,0.246,0.21
3762,0.044,0.093,0.1,0.058
3763,0.018,0.033,0.032,0.018
3764,0,0.002,0.001,0
3765,0,0,0,0
3766,0,0,0,0
3767,0,0,0,0
3768,0,0,0,0
3769,0,0,0,0
3770,0,0,0,0
3771,0,0,0,0
3772,0.014,0.01,0,0.001
3773,0.04,0.047,0.033,0.028
3774,0.174,0.137,0.102,0.118
3775,0.337,0.245,0.251,0.29
3776,0.477,0.328,0.398,0.449
3777,0.58,0.427,0.523,0.575
3778,0.64,0.509,0.625,0.663
3779,0.695,0.646,0.672,0.712
3780,0.686,0.724,0.693,0.723
3781,0.654,0.698,0.676,0.697
3782,0.587,0.631,0.589,0.631
3783,0.48,0.495,0.353,0.524
3784,0.341,0.325,0.167,0.38
3785,0.184,0.171,0.119,0.209
3786,0.054,0.068,0.074,0.06
3787,0.018,0.016,0.024,0.019
3788,0,0,0,0
3789,0,0,0,0
3790,0,0,0,0
3791,0,0,0,0
3792,0,0,0,0
3793,0,0,0,0
3794,0,0,0,0
3795,0,0,0,0
3796,0.014,0.002,0,0.001
3797,0.043,0.025,0.034,0.026
3798,0.163,0.106,0.102,0.117
3799,0.304,0.262,0.248,0.29
3800,0.423,0.432,0.397,0.451
3801,0.549,0.551,0.511,0.576
3802,0.643,0.612,0.582,0.663
3803,0.682,0.614,0.629,0.711
3804,0.681,0.556,0.635,0.72
3805,0.643,0.54,0.604,0.691
3806,0.572,0.546,0.526,0.623
3807,0.465,0.463,0.421,0.517
3808,0.329,0.357,0.301,0.374
3809,0.178,0.225,0.147,0.208
3810,0.051,0.102,0.061,0.058
3811,0.019,0.034,0.019,0.019
3812,0,0.001,0,0
3813,0,0,0,0
3814,0,0,0,0
3815,0,0,0,0
3816,0,0,0,0
3817,0,0,0,0
3818,0,0,0,0
3819,0,0,0,0
3820,0.014,0.009,0,0.001
3821,0.052,0.05,0.025,0.028
3822,0.156,0.129,0.084,0.117
3823,0.293,0.264,0.181,0.285
3824,0.447,0.415,0.318,0.443
3825,0.547,0.534,0.464,0.564
3826,0.607,0.636,0.567,0.649
3827,0.626,0.676,0.636,0.695
3828,0.615,0.654,0.657,0.703
3829,0.589,0.635,0.615,0.672
3830,0.54,0.521,0.48,0.603
3831,0.453,0.337,0.34,0.493
3832,0.326,0.213,0.278,0.352
3833,0.18,0.128,0.21,0.198
3834,0.053,0.061,0.105,0.064
3835,0.02,0.018,0.038,0.019
3836,0,0,0.001,0
3837,0,0,0,0
3838,0,0,0,0
3839,0,0,0,0
3840,0,0,0,0
3841,0,0,0,0
3842,0,0,0,0
3843,0,0,0,0
3844,0.014,0.011,0.001,0
3845,0.047,0.047,0.034,0.032
3846,0.164,0.139,0.097,0.099
3847,0.318,0.287,0.188,0.219
3848,0.463,0.429,0.322,0.359
3849,0.572,0.537,0.45,0.506
3850,0.637,0.599,0.567,0.613
3851,0.672,0.606,0.631,0.669
3852,0.672,0.517,0.641,0.682
3853,0.63,0.412,0.616,0.656
3854,0.549,0.359,0.546,0.581
3855,0.43,0.313,0.36,0.467
3856,0.302,0.278,0.193,0.318
3857,0.174,0.2,0.096,0.174
3858,0.058,0.09,0.044,0.073
3859,0.019,0.016,0.013,0.018
3860,0,0,0,0
3861,0,0,0,0
3862,0,0,0,0
3863,0,0,0,0
3864,0,0,0,0
3865,0,0,0,0
3866,0,0,0,0
3867,0,0,0,0
3868,0.015,0.008,0,0
3869,0.061,0.053,0.024,0.015
3870,0.165,0.13,0.074,0.083
3871,0.291,0.221,0.156,0.24
3872,0.384,0.265,0.258,0.377
3873,0.454,0.304,0.386,0.392
3874,0.461,0.321,0.442,0.449
3875,0.44,0.26,0.404,0.557
3876,0.376,0.175,0.416,0.622
3877,0.263,0.19,0.466,0.609
3878,0.197,0.315,0.486,0.553
3879,0.13,0.328,0.427,0.454
3880,0.096,0.35,0.344,0.336
3881,0.064,0.236,0.207,0.194
3882,0.032,0.106,0.106,0.079
3883,0.005,0.039,0.041,0.019
3884,0,0.004,0.002,0
3885,0,0,0,0
3886,0,0,0,0
3887,0,0,0,0
3888,0,0,0,0
3889,0,0,0,0
3890,0,0,0,0
3891,0,0,0,0
3892,0.014,0.008,0.001,0
3893,0.048,0.037,0.029,0.043
3894,0.17,0.085,0.098,0.125
3895,0.34,0.154,0.266,0.253
3896,0.495,0.362,0.433,0.353
3897,0.615,0.587,0.567,0.435
3898,0.695,0.676,0.666,0.509
3899,0.736,0.722,0.723,0.518
3900,0.738,0.732,0.743,0.487
3901,0.699,0.699,0.724,0.436
3902,0.599,0.635,0.665,0.314
3903,0.448,0.55,0.567,0.236
3904,0.329,0.417,0.432,0.168
3905,0.195,0.257,0.269,0.108
3906,0.051,0.098,0.104,0.056
3907,0.02,0.033,0.03,0.014
3908,0,0.003,0.002,0
3909,0,0,0,0
3910,0,0,0,0
3911,0,0,0,0
3912,0,0,0,0
3913,0,0,0,0
3914,0,0,0,0
3915,0,0,0,0
3916,0.016,0.011,0.001,0
3917,0.06,0.05,0.031,0.036
3918,0.163,0.119,0.1,0.107
3919,0.29,0.183,0.263,0.223
3920,0.421,0.307,0.425,0.336
3921,0.529,0.497,0.56,0.48
3922,0.58,0.641,0.657,0.62
3923,0.562,0.652,0.715,0.68
3924,0.467,0.666,0.735,0.693
3925,0.428,0.684,0.691,0.671
3926,0.38,0.633,0.541,0.6
3927,0.35,0.537,0.478,0.501
3928,0.262,0.398,0.373,0.376
3929,0.17,0.238,0.215,0.217
3930,0.069,0.104,0.101,0.067
3931,0.021,0.038,0.037,0.022
3932,0,0.001,0.002,0
3933,0,0,0,0
3934,0,0,0,0
3935,0,0,0,0
3936,0,0,0,0
3937,0,0,0,0
3938,0,0,0,0
3939,0,0,0,0
3940,0.011,0.011,0.001,0.002
3941,0.061,0.041,0.034,0.041
3942,0.171,0.14,0.103,0.124
3943,0.331,0.3,0.259,0.241
3944,0.471,0.443,0.426,0.346
3945,0.574,0.56,0.556,0.442
3946,0.643,0.646,0.649,0.487
3947,0.61,0.681,0.695,0.565
3948,0.558,0.696,0.703,0.615
3949,0.481,0.662,0.67,0.61
3950,0.38,0.609,0.57,0.53
3951,0.285,0.513,0.469,0.326
3952,0.172,0.367,0.332,0.249
3953,0.121,0.211,0.183,0.172
3954,0.066,0.102,0.094,0.082
3955,0.019,0.038,0.038,0.023
3956,0,0.003,0.001,0
3957,0,0,0,0
3958,0,0,0,0
3959,0,0,0,0
3960,0,0,0,0
3961,0,0,0,0
3962,0,0,0,0
3963,0,0,0,0
3964,0.016,0.01,0.001,0.001
3965,0.042,0.048,0.036,0.032
3966,0.178,0.132,0.102,0.122
3967,0.34,0.293,0.264,0.302
3968,0.463,0.464,0.43,0.47
3969,0.474,0.6,0.569,0.601
3970,0.5,0.692,0.664,0.692
3971,0.545,0.742,0.71,0.732
3972,0.562,0.754,0.721,0.745
3973,0.624,0.727,0.675,0.717
3974,0.588,0.663,0.609,0.649
3975,0.489,0.56,0.496,0.539
3976,0.329,0.421,0.374,0.394
3977,0.185,0.257,0.243,0.221
3978,0.066,0.097,0.11,0.068
3979,0.02,0.035,0.037,0.021
3980,0,0.003,0.001,0
3981,0,0,0,0
3982,0,0,0,0
3983,0,0,0,0
3984,0,0,0,0
3985,0,0,0,0
3986,0,0,0,0
3987,0,0,0,0
3988,0.016,0.005,0.001,0.001
3989,0.054,0.023,0.04,0.034
3990,0.179,0.048,0.111,0.121
3991,0.346,0.067,0.252,0.303
3992,0.497,0.086,0.391,0.471
3993,0.608,0.116,0.548,0.605
3994,0.663,0.161,0.636,0.696
3995,0.718,0.164,0.577,0.751
3996,0.688,0.208,0.389,0.761
3997,0.623,0.275,0.262,0.733
3998,0.485,0.319,0.206,0.661
3999,0.301,0.331,0.176,0.551
4000,0.161,0.268,0.157,0.402
4001,0.086,0.2,0.116,0.226
4002,0.037,0.112,0.071,0.067
4003,0.008,0.045,0.035,0.021
4004,0,0.003,0.001,0
4005,0,0,0,0
4006,0,0,0,0
4007,0,0,0,0
4008,0,0,0,0
4009,0,0,0,0
4010,0,0,0,0
4011,0,0,0,0
4012,0.016,0.012,0,0.001
4013,0.055,0.036,0.017,0.038
4014,0.171,0.137,0.062,0.108
4015,0.323,0.306,0.149,0.218
4016,0.455,0.462,0.213,0.352
4017,0.526,0.579,0.323,0.471
4018,0.654,0.651,0.446,0.551
4019,0.67,0.697,0.513,0.602
4020,0.707,0.718,0.577,0.63
4021,0.598,0.702,0.551,0.634
4022,0.528,0.645,0.477,0.59
4023,0.42,0.549,0.358,0.494
4024,0.306,0.416,0.292,0.363
4025,0.175,0.256,0.193,0.213
4026,0.065,0.097,0.064,0.077
4027,0.016,0.031,0.018,0.024
4028,0,0.004,0,0
4029,0,0,0,0
4030,0,0,0,0
4031,0,0,0,0
4032,0,0,0,0
4033,0,0,0,0
4034,0,0,0,0
4035,0,0,0,0
4036,0.016,0.011,0.001,0.001
4037,0.053,0.05,0.036,0.039
4038,0.169,0.113,0.102,0.121
4039,0.316,0.232,0.259,0.298
4040,0.453,0.356,0.427,0.465
4041,0.558,0.465,0.554,0.596
4042,0.63,0.564,0.657,0.686
4043,0.664,0.631,0.723,0.718
4044,0.658,0.645,0.743,0.711
4045,0.612,0.633,0.715,0.675
4046,0.537,0.571,0.639,0.61
4047,0.435,0.472,0.524,0.51
4048,0.308,0.337,0.391,0.377
4049,0.173,0.22,0.231,0.218
4050,0.069,0.108,0.105,0.067
4051,0.02,0.042,0.033,0.022
4052,0,0.002,0.001,0
4053,0,0,0,0
4054,0,0,0,0
4055,0,0,0,0
4056,0,0,0,0
4057,0,0,0,0
4058,0,0,0,0
4059,0,0,0,0
4060,0.019,0.005,0.001,0.002
4061,0.061,0.034,0.037,0.034
4062,0.168,0.083,0.103,0.124
4063,0.275,0.197,0.174,0.277
4064,0.358,0.337,0.307,0.421
4065,0.48,0.535,0.432,0.566
4066,0.581,0.536,0.6,0.631
4067,0.612,0.415,0.655,0.652
4068,0.532,0.423,0.648,0.651
4069,0.382,0.434,0.613,0.618
4070,0.322,0.366,0.504,0.55
4071,0.263,0.205,0.383,0.442
4072,0.159,0.242,0.191,0.279
4073,0.092,0.185,0.097,0.154
4074,0.042,0.112,0.046,0.071
4075,0.011,0.042,0.019,0.016
4076,0,0.003,0,0
4077,0,0,0,0
4078,0,0,0,0
4079,0,0,0,0
4080,0,0,0,0
4081,0,0,0,0
4082,0,0,0,0
4083,0,0,0,0
4084,0.018,0.01,0.001,0
4085,0.063,0.054,0.036,0.033
4086,0.146,0.133,0.092,0.083
4087,0.212,0.267,0.205,0.11
4088,0.252,0.379,0.37,0.151
4089,0.359,0.435,0.417,0.256
4090,0.494,0.486,0.44,0.323
4091,0.548,0.616,0.482,0.456
4092,0.518,0.578,0.577,0.529
4093,0.449,0.585,0.554,0.424
4094,0.394,0.503,0.545,0.353
4095,0.315,0.39,0.432,0.375
4096,0.221,0.258,0.28,0.318
4097,0.159,0.191,0.196,0.208
4098,0.07,0.093,0.106,0.087
4099,0.014,0.027,0.04,0.026
4100,0,0,0.001,0
4101,0,0,0,0
4102,0,0,0,0
4103,0,0,0,0
4104,0,0,0,0
4105,0,0,0,0
4106,0,0,0,0
4107,0,0,0,0
4108,0.013,0.006,0.001,0.002
4109,0.043,0.051,0.037,0.034
4110,0.147,0.137,0.104,0.122
4111,0.306,0.274,0.258,0.299
4112,0.33,0.408,0.424,0.468
4113,0.458,0.543,0.558,0.589
